"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"05/03/2020","49","Ozone","VILLAGE GARAGE","17-031-0001","AQS"
"05/04/2020","41","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/05/2020","42","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/06/2020","54","PM2.5","VILLAGE HALL","17-031-1016","AQS"
"05/07/2020","46","NO2","IEPA TRAILER","17-031-3103","AQS"
"05/08/2020","36","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/09/2020","45","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/10/2020","35","Ozone","WATER PLANT","17-031-7002","AQS"
"05/11/2020","37","NO2","Kennedy Near Road 2","17-031-0219","AQS"
"05/12/2020","47","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"05/13/2020","52","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/14/2020","68","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/15/2020","62","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/16/2020","58","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/17/2020","61","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/18/2020","62","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/19/2020","58","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/20/2020","56","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/21/2020","61","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/22/2020","64","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"05/23/2020","59","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/24/2020","77","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS"
"05/25/2020","61","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"05/26/2020","60","PM2.5","LIBERTY SCHOOL","17-031-6005","AQS"
"05/27/2020","71","PM2.5","IEPA TRAILER","17-031-3103","AQS"
"05/28/2020","58","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"05/29/2020","64","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"05/30/2020","41","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"05/31/2020","44","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"06/01/2020","74","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"06/02/2020","108","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
"06/03/2020","74","Ozone","WATER PLANT","17-031-7002","AQS"
"06/04/2020","112","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"06/05/2020","154","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"06/06/2020","87","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"06/07/2020","64","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"06/08/2020","101","Ozone","REGIONAL OFFICE BUILDING","17-031-4007","AQS"
"06/09/2020","58","Ozone","WATER PLANT","17-031-7002","AQS"
"06/10/2020","54","PM2.5","Kingery Near Road #1","17-031-0119","AQS"
"06/11/2020","49","Ozone","COOK COUNTY TRAILER","17-031-4002","AQS"
"06/12/2020","48","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"06/13/2020","37","Ozone","VILLAGE GARAGE","17-031-0001","AQS"
"06/14/2020","44","Ozone","VILLAGE GARAGE","17-031-0001","AQS"
"06/15/2020","64","Ozone","TAFT HS","17-031-1003","AQS"
"06/16/2020","100","Ozone","REGIONAL OFFICE BUILDING","17-031-4007","AQS"
"06/17/2020","126","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"06/18/2020","156","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"06/19/2020","164","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"06/20/2020","75","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"06/21/2020","77","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"06/22/2020","80","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS"
"06/23/2020","53","PM2.5","GRAVES ES","17-031-3301","AQS"
"06/24/2020","40","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"06/25/2020","97","Ozone","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"06/26/2020","54","PM10","VILLAGE HALL","17-031-1016","AQS"
"06/27/2020","112","Ozone","WATER PLANT","17-031-7002","AQS"
"06/28/2020","77","Ozone","REGIONAL OFFICE BUILDING","17-031-4007","AQS"
"06/29/2020","73","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AQS"
"06/30/2020","84","Ozone","WATER PLANT","17-031-7002","AQS"
"07/01/2020","108","Ozone","VILLAGE GARAGE","17-031-0001","AQS"
"07/02/2020","105","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"07/03/2020","140","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"07/04/2020","105","PM2.5","VILLAGE GARAGE","17-031-0001","AQS"
"07/05/2020","77","PM2.5","VILLAGE GARAGE","17-031-0001","AQS"
"07/06/2020","156","Ozone","REGIONAL OFFICE BUILDING","17-031-4007","AQS"
"07/07/2020","136","Ozone","TAFT HS","17-031-1003","AQS"
"07/08/2020","119","Ozone","TAFT HS","17-031-1003","AirNow"
"07/09/2020","101","Ozone","TAFT HS","17-031-1003","AirNow"
"07/10/2020","54","Ozone","TAFT HS","17-031-1003","AirNow"
"07/11/2020","84","Ozone","TAFT HS","17-031-1003","AirNow"
"07/12/2020","37","Ozone","TAFT HS","17-031-1003","AirNow"
"07/13/2020","48","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"07/14/2020","93","Ozone","TAFT HS","17-031-1003","AirNow"
"07/15/2020","77","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/16/2020","74","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/17/2020","84","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS"
"07/18/2020","67","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS"
"07/19/2020","51","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS"
"07/20/2020","45","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS"
"07/21/2020","40","Ozone","WATER PLANT","17-031-7002","AQS"
"07/22/2020","44","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/23/2020","48","Ozone","VILLAGE GARAGE","17-031-0001","AQS"
"07/24/2020","90","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"07/25/2020","112","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AQS"
"07/26/2020","51","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS"
"07/27/2020","43","PM2.5","SPRINGFIELD PUMP STATION","17-031-0057","AQS"
"07/28/2020","45","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/29/2020","61","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/30/2020","37","Ozone","SOUTH WATER FILTRATION PLANT","17-031-0032","AQS"
"07/31/2020","34","Ozone","COOK COUNTY TRAILER","17-031-1601","AQS"
"08/01/2020","39","Ozone","VILLAGE GARAGE","17-031-0001","AirNow"
"08/02/2020","44","Ozone","WATER PLANT","17-031-7002","AirNow"
"08/03/2020","28","PM2.5","REGIONAL OFFICE BUILDING","17-031-4007","AirNow"
"08/04/2020","32","Ozone","VILLAGE GARAGE","17-031-0001","AirNow"
"08/05/2020","45","Ozone","WATER PLANT","17-031-7002","AirNow"
"08/06/2020","67","Ozone","WATER PLANT","17-031-7002","AirNow"
"08/07/2020","80","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/08/2020","77","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/09/2020","64","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/10/2020","49","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/11/2020","46","Ozone","COOK COUNTY TRAILER","17-031-1601","AirNow"
"08/12/2020","84","Ozone","COOK COUNTY TRAILER","17-031-1601","AirNow"
"08/13/2020","100","Ozone","COOK COUNTY TRAILER","17-031-1601","AirNow"
"08/14/2020","93","Ozone","VILLAGE GARAGE","17-031-0001","AirNow"
"08/15/2020","129","Ozone","COOK COUNTY TRAILER","17-031-4002","AirNow"
"08/16/2020","42","Ozone","VILLAGE GARAGE","17-031-0001","AirNow"
"08/17/2020","54","PM2.5","Kingery Near Road #1","17-031-0119","AirNow"
"08/18/2020","36","PM2.5","Kingery Near Road #1","17-031-0119","AirNow"
"08/19/2020","42","Ozone","COOK COUNTY TRAILER","17-031-1601","AirNow"
"08/20/2020","80","Ozone","WATER PLANT","17-031-7002","AirNow"
"08/21/2020","101","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/22/2020","77","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/23/2020","71","Ozone","NORTHBROOK WATER PLANT","17-031-4201","AirNow"
"08/24/2020","93","Ozone","WATER PLANT","17-031-7002","AirNow"
"08/25/2020","84","Ozone","COOK COUNTY TRAILER","17-031-1601","AirNow"
"08/26/2020","84","Ozone","COOK COUNTY TRAILER","17-031-4002","AirNow"
"08/27/2020","53","PM2.5","COM ED MAINTENANCE BLDG","17-031-0076","AirNow"
